,Participant,Block_Num,Target_Name,Total_Time,Orientation_Time,Navigation_Time,Distance,Speed,Mean_Dwell,Teleportations,Mean_Teleport_Distance
7,BNC26,2,High School,13.9022801,2.0139361,11.888344,211.057973,17.75335346,0.692406,18,6.998033331
0,BNC26,3,Automobile shop,6.2009777,1.8680707,4.332907,58.79218117,13.56876138,0.574060189,10,6.532464575
1,BNC26,3,Police station ,10.0403458,2.0971948,7.943151,121.3647312,15.27916708,0.654894417,13,6.016226778
2,BNC26,3,Fire Station,8.4797256,1.9384866,6.541239,135.4943984,20.71387368,0.496254692,14,6.777118267
3,BNC26,3,Bank,9.7707668,2.2215378,7.549229,135.6680092,17.97110794,0.936754375,9,6.948152466
4,BNC26,3,Pawn Shop,9.7216909,2.8817709,6.83992,89.40633373,13.0712543,0.955953414,8,6.777170021
5,BNC26,3,Pizzeria,10.6665368,2.3475208,8.319016,125.1957486,15.04934582,0.686396083,13,7.172060518
6,BNC26,3,Quattroki Restaurant,8.2704627,1.2638687,7.006594,188.6719488,26.92776959,0.400078428,19,6.630872219
7,BNC26,3,High School,8.6108882,1.5764632,7.034425,204.7643405,29.10889525,0.432734125,17,7.07732887
0,BNC27,1,Automobile shop,156.2020667,5.1070237,151.095043,817.9635227,5.413569542,1.108609382,139,5.927271904
1,BNC27,1,Police station ,29.2220142,3.9933442,25.22867,185.2680276,7.343551111,1.178214914,22,5.926875917
2,BNC27,1,Fire Station,46.3047194,0.2985136,46.0062058,399.0133964,8.673034201,0.924966982,50,7.060332826
3,BNC27,1,Bank,32.3258273,3.0762743,29.249553,225.6502315,7.714655725,1.211795042,25,6.024431638
4,BNC27,1,Pawn Shop,73.1860576,1.7914476,71.39461,561.9118235,7.870507641,0.846194686,85,6.114883092
5,BNC27,1,Pizzeria,39.3047106,2.4304716,36.874239,238.1710306,6.459008704,1.148806412,34,5.981536039
6,BNC27,1,Quattroki Restaurant,16.0137153,2.8057653,13.20795,191.0219654,14.46265055,0.733770538,22,5.832501217
7,BNC27,1,High School,13.5343884,5.9237154,7.610673,204.4919956,26.8691081,0.415883667,19,6.308693042
0,BNC27,2,Automobile shop,11.2172767,5.4743847,5.742892,58.57094113,10.19885819,1.03447817,11,5.857094113
1,BNC27,2,Police station ,12.3330924,2.5070514,9.826041,122.6908956,12.48629999,1.018858036,12,6.505823924
2,BNC27,2,Fire Station,12.3331081,2.5617831,9.771325,136.3643298,13.95556179,0.69163574,16,5.93920179
3,BNC27,2,Bank,45.8674509,1.7701149,44.097336,393.1004526,8.914380964,0.896332876,50,6.398579122
4,BNC27,2,Pawn Shop,14.2634628,1.5693568,12.694106,121.0106661,9.532823034,0.853107843,15,5.722207929
5,BNC27,2,Pizzeria,11.1041996,3.7153186,7.388881,122.1199777,16.52753342,0.703716373,16,5.627393064
6,BNC27,2,Quattroki Restaurant,15.8537412,1.5346402,14.319101,240.5143712,16.7967508,0.411605559,30,5.951895198
7,BNC27,2,High School,11.1039024,1.7082514,9.395651,231.7067639,24.66106542,0.440527381,22,6.629499064
0,BNC27,3,Automobile shop,5.9278067,1.2547677,4.673039,58.78892234,12.58044761,0.423465558,13,4.899076861
1,BNC27,3,Police station ,7.6529257,1.5148937,6.138032,121.9364775,19.86572854,0.50453275,13,6.045077477
2,BNC27,3,Fire Station,5.6946089,1.4033979,4.291211,141.1412312,32.89076934,0.361111393,16,6.262856906
3,BNC27,3,Bank,5.9096457,1.2357317,4.673914,140.6715001,30.09715199,0.47292677,11,6.030426586
4,BNC27,3,Pawn Shop,7.943867,1.353986,6.589881,124.403133,18.87790281,0.430987714,15,6.032088742
5,BNC27,3,Pizzeria,7.3612367,2.3474947,5.013742,118.8636196,23.70756605,0.503680746,14,6.163308046
6,BNC27,3,Quattroki Restaurant,9.9159995,0.9513197,8.9646798,184.2881635,20.55713842,0.3799049,25,4.901347799
7,BNC27,3,High School,10.5963527,1.8266857,8.769667,219.3223982,25.00920482,0.410764238,22,6.14899327
0,BNC28,1,Automobile shop,11.1127567,4.8411257,6.271631,58.93425952,9.396959024,1.338611838,9,7.36678244
1,BNC28,1,Police station ,35.1943198,2.4306458,32.763674,270.9688789,8.270405783,1.010791244,33,6.987836877
2,BNC28,1,Fire Station,8.541219,1.909151,6.632068,144.1072658,21.7288583,0.466791214,15,6.532451893
3,BNC28,1,Bank,7.4094662,1.9997372,5.409729,126.5006347,23.38391345,0.765790857,8,6.65614356
4,BNC28,1,Pawn Shop,26.3812569,1.6110289,24.770228,264.446429,10.6759788,0.722386239,34,6.846625665
5,BNC28,1,Pizzeria,30.5063886,3.9236386,26.58275,164.7891022,6.199099124,1.389268505,22,5.940218107
6,BNC28,1,Quattroki Restaurant,30.1730681,2.8681201,27.304948,328.8985862,12.04538409,0.726727327,41,6.484948038
7,BNC28,1,High School,39.3255237,4.7642107,34.561313,343.828728,9.948369959,1.008923176,39,6.619533815
0,BNC28,2,Automobile shop,10.7541967,4.5452887,6.208908,63.79425855,10.27463421,0.97887157,11,6.379425855
1,BNC28,2,Police station ,12.5756479,1.5415729,11.034075,181.481438,16.4473631,0.606553745,21,6.383867421
2,BNC28,2,Fire Station,8.2080185,2.4581355,5.749883,136.9163141,23.81201741,0.5213289,16,5.952756548
3,BNC28,2,Bank,6.3122356,1.6805556,4.63168,130.2699697,28.12585708,0.572048375,9,6.232303418
4,BNC28,2,Pawn Shop,25.8537723,1.8474923,24.00628,274.0071501,11.41397793,0.625037113,39,6.014256347
5,BNC28,2,Pizzeria,11.4098395,2.4028265,9.007013,127.7333542,14.18154433,0.572937821,15,6.135966926
6,BNC28,2,Quattroki Restaurant,9.6385065,1.6934875,7.945019,190.1709711,23.93587367,0.376173022,24,5.237107726
7,BNC28,2,High School,23.2911032,3.7706862,19.520417,304.8383881,15.6163871,0.520623784,38,5.716013718
0,BNC28,3,Automobile shop,6.4839767,1.6291187,4.854858,64.27670692,13.23966775,0.478792245,12,5.843336992
1,BNC28,3,Police station ,22.4717354,1.2708164,21.200919,269.4041526,12.7071922,0.573220686,38,5.760165781
2,BNC28,3,Fire Station,6.7705377,1.6182167,5.152321,134.9366149,26.18948138,0.3610855,15,6.355883635
3,BNC28,3,Bank,4.7706045,1.3401255,3.430479,124.0075755,36.14876393,0.421913,9,5.525722889
4,BNC28,3,Pawn Shop,144.9136319,1.2085669,143.705065,1305.490826,9.084515053,0.705837405,203,6.262330258
5,BNC28,3,Pizzeria,16.0272095,1.8055305,14.221679,242.917283,17.08077387,0.478218707,30,6.703003973
6,BNC28,3,Quattroki Restaurant,15.2498433,2.5557663,12.694077,201.2767663,15.85595915,0.673275515,21,6.47141331
7,BNC28,3,High School,9.908758,1.562265,8.346493,249.4873537,29.89127933,0.398183783,24,6.718865334
0,BNC29,1,Automobile shop,99.4081067,16.7087967,82.69931,491.3465928,5.941362664,1.217004334,81,6.14183241
1,BNC29,1,Police station ,64.0264983,4.5486353,59.477863,317.0319425,5.330251063,1.430944393,45,6.042899361
2,BNC29,1,Fire Station,10.7219453,4.1181753,6.60377,132.6725889,20.09043152,0.464606643,15,6.340580743
3,BNC29,1,Bank,25.9092138,1.7918398,24.117374,303.3083468,12.57634213,0.649023495,39,5.873141672
4,BNC29,1,Pawn Shop,49.0966971,4.0829701,45.013727,261.7158365,5.814133908,1.312463058,37,5.938593717
5,BNC29,1,Pizzeria,40.040842,1.92352,38.117322,382.0460177,10.02289767,0.634332726,63,5.389462456
6,BNC29,1,Quattroki Restaurant,38.4088272,2.2775442,36.131283,349.6754703,9.677914572,0.802640896,47,6.076876886
7,BNC29,1,High School,56.6863643,4.0973793,52.588985,608.7533927,11.57568249,0.669465678,84,6.239188865
0,BNC29,2,Automobile shop,6.7224307,2.0832877,4.639143,56.93204175,12.27210322,0.57779447,11,5.693204175
1,BNC29,2,Police station ,38.4921304,1.7710804,36.72105,273.9759042,7.461004089,0.914977703,40,5.725941113
2,BNC29,2,Fire Station,10.2149687,3.2362747,6.978694,135.5333414,19.42101794,0.458333733,16,5.86863019
3,BNC29,2,Bank,41.693593,1.757166,39.936427,361.2194608,9.044861745,0.839728143,50,5.751693105
4,BNC29,2,Pawn Shop,191.3714107,4.3055007,187.06591,1105.254253,5.908368086,0.999921268,190,5.600441775
5,BNC29,2,Pizzeria,14.0134798,5.3818138,8.631666,126.1556212,14.61544285,0.798639488,17,5.235513385
6,BNC29,2,Quattroki Restaurant,20.7773533,1.3475093,19.429844,209.0493851,10.75919009,0.782170572,26,5.63954611
7,BNC29,2,High School,30.9858369,3.3683359,27.617501,367.9775211,13.32407017,0.619819712,50,5.654609619
0,BNC29,3,Automobile shop,6.4240707,1.9383887,4.485682,59.03116118,13.15990772,0.503120427,12,5.366469198
1,BNC29,3,Police station ,22.1105435,1.6666375,20.443906,137.2884992,6.715375191,1.128860778,19,4.758758018
2,BNC29,3,Fire Station,8.7354253,2.8262283,5.909197,134.0851194,22.69092051,0.362420688,17,5.446872836
3,BNC29,3,Bank,71.0196885,1.9171055,69.102583,538.8417506,7.797707803,0.810332041,87,5.334445258
4,BNC29,3,Pawn Shop,50.7000251,5.5205251,45.1795,412.2212307,9.124076865,0.758542925,66,5.730837874
5,BNC29,3,Pizzeria,41.6869527,4.7084277,36.978525,481.8369429,13.03018287,0.487910817,79,5.667560443
6,BNC29,3,Quattroki Restaurant,46.5339343,1.4235523,45.110382,373.7369777,8.284943756,0.838499302,55,5.587974206
7,BNC29,3,High School,47.4716664,2.5213094,44.950357,560.057839,12.45947477,0.555701314,85,5.578667252
0,BNC30,1,Automobile shop,50.0046267,7.4638387,42.540788,122.3929091,2.877071979,2.683414928,19,6.799606062
1,BNC30,1,Police station ,23.6867022,4.0832722,19.60343,143.5340447,7.321884217,1.730704246,14,6.902122014
2,BNC30,1,Fire Station,46.1380177,5.6316767,40.506341,320.4134316,7.910204272,1.04947297,44,6.356678952
3,BNC30,1,Bank,12.4024526,3.8609666,8.541486,129.7097011,15.18584718,1.213223857,8,6.385821438
4,BNC30,1,Pawn Shop,16.7703428,2.7430008,14.027342,131.940395,9.405944118,0.915275738,17,5.772168843
5,BNC30,1,Pizzeria,28.124931,2.153033,25.971898,231.7983776,8.924968734,0.720503417,37,5.361164579
6,BNC30,1,Quattroki Restaurant,103.2196836,5.4088646,97.810819,812.017937,8.301923502,0.783112966,131,5.696002701
7,BNC30,1,High School,15.3469546,2.5971616,12.749793,234.0704261,18.35876286,0.52431675,25,5.947398182
0,BNC30,2,Automobile shop,15.0989667,7.8692407,7.229726,63.56513802,8.792191851,1.39389937,11,6.356513802
1,BNC30,2,Police station ,9.7080064,2.4864684,7.221538,125.0555684,17.31702699,0.548534615,14,5.556066127
2,BNC30,2,Fire Station,21.319386,4.590135,16.729251,232.0647121,13.87179331,0.500021606,34,5.523523872
3,BNC30,2,Bank,18.59668,4.29836,14.29832,168.7904326,11.80491362,0.946343867,16,5.782926577
4,BNC30,2,Pawn Shop,25.7912404,3.3196254,22.471615,257.1345824,11.44263919,0.566967614,44,4.99851053
5,BNC30,2,Pizzeria,18.2845327,7.8403587,10.444174,118.3566347,11.33231165,0.796497385,14,5.930112883
6,BNC30,2,Quattroki Restaurant,13.7981945,2.2292695,11.568925,194.069893,16.77510166,0.567780595,22,5.854007053
7,BNC30,2,High School,11.2432819,2.6874719,8.55581,234.9887744,27.46540355,0.420601556,26,5.810665192
0,BNC30,3,Automobile shop,7.1188057,4.1122657,3.00654,55.15756748,18.34586185,0.692229633,10,6.128618609
1,BNC30,3,Police station ,8.3538401,1.7292541,6.624586,114.5337874,17.28919927,0.595315182,12,5.971895325
2,BNC30,3,Fire Station,15.8746989,5.4859609,10.388738,136.5898093,13.14787314,0.570263778,19,4.919646516
3,BNC30,3,Bank,13.2079164,5.6870544,7.520862,150.0557054,19.9519291,0.619608583,13,5.881800821
4,BNC30,3,Pawn Shop,8.5967282,1.9998182,6.59691,129.6139772,19.64768008,0.426500247,18,5.112099569
5,BNC30,3,Pizzeria,10.6175936,2.5276576,8.089936,118.859786,14.69230238,0.570897786,15,5.715737817
6,BNC30,3,Quattroki Restaurant,10.4160215,1.7638445,8.652177,185.7787018,21.4719026,0.431194659,23,5.306234962
7,BNC30,3,High School,9.2428763,2.8125743,6.430302,202.1731327,31.44069013,0.314677,21,5.579869353
0,BNC31,1,Automobile shop,39.9517867,9.6118467,30.33994,82.06082243,2.704712746,2.912667225,13,6.838401869
1,BNC31,1,Police station ,65.3598083,8.4235083,56.9363,235.2343828,4.13153617,2.27047848,26,7.11872742
2,BNC31,1,Fire Station,53.3670861,4.7569661,48.61012,306.0831691,6.29669643,1.387029624,38,7.035354226
3,BNC31,1,Bank,47.6445761,10.7357161,36.90886,303.1751511,8.214156467,1.424231441,33,6.949284857
4,BNC31,1,Pawn Shop,27.9851013,7.2424883,20.742613,145.9893623,7.038137493,1.60506395,15,7.033154374
5,BNC31,1,Pizzeria,55.929125,5.284868,50.644257,329.6788474,6.509698571,1.237426439,42,7.031662596
6,BNC31,1,Quattroki Restaurant,14.8125607,2.4518527,12.360708,189.1628262,15.30355916,0.803483806,18,7.066347458
7,BNC31,1,High School,125.8303981,5.2568291,120.573569,673.1867752,5.583203523,1.474741227,85,6.939343934
0,BNC31,2,Automobile shop,13.2585167,3.5223427,9.736174,63.37744416,6.509481462,1.210127856,10,7.04193824
1,BNC31,2,Police station ,39.5409225,2.0965295,37.444393,256.1825917,6.841680989,1.256190242,32,6.598771973
2,BNC31,2,Fire Station,36.3675954,7.2428944,29.124701,159.7461208,5.484901658,1.9853198,19,6.339468992
3,BNC31,2,Bank,35.9159587,3.2359997,32.679959,316.4408967,9.683026123,0.901365686,37,6.566562908
4,BNC31,2,Pawn Shop,39.2980063,2.2849063,37.0131,231.5907543,6.25699426,1.243276477,31,6.142875976
5,BNC31,2,Pizzeria,17.3259292,4.6526222,12.673307,134.7619433,10.6335263,0.967908308,14,6.830418714
6,BNC31,2,Quattroki Restaurant,15.6802805,1.6735405,14.00674,189.3463011,13.51822773,0.777281676,18,7.015770268
7,BNC31,2,High School,90.9425925,3.9167875,87.025805,611.531985,7.027018998,1.188698153,76,6.946723705
0,BNC31,3,Automobile shop,9.4279157,2.8926737,6.535242,62.80780859,9.610632413,0.806433522,10,6.978645399
1,BNC31,3,Police station ,34.2144343,5.2014613,29.012973,229.6351806,7.914913809,1.261518742,27,6.877359851
2,BNC31,3,Fire Station,18.0760506,4.2709716,13.805079,141.8935508,10.27835848,1.324227508,14,6.774534076
3,BNC31,3,Bank,13.5622371,2.5208591,11.041378,128.1553227,11.60682323,1.373242125,9,6.056945338
4,BNC31,3,Pawn Shop,49.0202254,7.3948714,41.625354,286.6795045,6.887136733,1.302690928,37,6.885140408
5,BNC31,3,Pizzeria,29.0688483,1.8264003,27.242448,156.8984691,5.759338115,1.667500665,18,6.60703285
6,BNC31,3,Quattroki Restaurant,12.8397763,2.8469223,9.992854,194.3372242,19.44761969,0.708379135,18,7.06696646
7,BNC31,3,High School,17.9787676,2.7361066,15.242661,210.2109016,13.79095826,0.880771471,18,7.067182578
0,BNC32,1,Automobile shop,20.8399067,6.6668747,14.173032,62.32185234,4.397213832,2.142510411,10,6.924650261
1,BNC32,1,Police station ,110.4560219,4.4861209,105.969901,797.0036177,7.521037674,0.882394832,121,6.192859316
2,BNC32,1,Fire Station,16.2772809,4.3194059,11.957875,139.0622136,11.62934163,0.7902752,16,6.238330141
3,BNC32,1,Bank,32.8466781,3.3193201,29.527358,289.2738444,9.79680757,0.846971488,34,6.312654992
4,BNC32,1,Pawn Shop,73.4429888,3.0000228,70.442966,459.195502,6.518684945,1.021862417,70,6.015523826
5,BNC32,1,Pizzeria,75.2141047,5.9723237,69.241781,320.9051285,4.634559132,1.422214151,52,5.520376762
6,BNC32,1,Quattroki Restaurant,312.0132073,5.7081253,306.305082,1692.135162,5.524345697,1.062001252,292,5.564071628
7,BNC32,1,High School,54.7548189,4.1248819,50.629937,576.1502271,11.37963547,0.65818717,83,5.899248141
0,BNC32,2,Automobile shop,39.1199367,5.8083947,33.311542,194.670768,5.84394346,1.155945203,34,5.899114182
1,BNC32,2,Police station ,31.3327908,4.3752468,26.957544,250.318219,9.28564631,0.796981709,36,5.661712801
2,BNC32,2,Fire Station,14.2845584,5.3127604,8.971798,136.3691,15.19975149,0.874417525,17,5.653744104
3,BNC32,2,Bank,29.1594168,12.5554468,16.60397,157.983409,9.514797306,1.7435162,15,5.579571937
4,BNC32,2,Pawn Shop,54.9777264,6.8329834,48.144743,289.9140496,6.021717668,1.18880487,44,5.755928214
5,BNC32,2,Pizzeria,27.7007665,7.3957285,20.305038,126.1569825,6.213087733,1.346729933,16,5.753445689
6,BNC32,2,Quattroki Restaurant,130.5181348,4.2914748,126.22666,817.210401,6.474150556,1.040061942,125,6.034751639
7,BNC32,2,High School,11.1731692,2.1801622,8.993007,231.957128,25.79305543,0.384010174,24,5.968586719
0,BNC32,3,Automobile shop,21.0916667,6.4667087,14.624958,63.33054228,4.330305925,1.850005155,12,5.757322025
1,BNC32,3,Police station ,24.9508285,5.1806835,19.770145,128.8159898,6.515682601,1.063076269,14,5.932064464
2,BNC32,3,Fire Station,9.5136513,4.5279173,4.985734,138.1788437,27.71484473,0.325274067,16,5.954017472
3,BNC32,3,Bank,16.5341372,9.0206152,7.513522,125.8024883,16.74347774,1.558080025,9,5.848617099
4,BNC32,3,Pawn Shop,53.7556857,4.1040807,49.651605,437.2756543,8.806878534,0.722226353,71,5.712146918
5,BNC32,3,Pizzeria,92.8028214,9.3333154,83.469506,640.6866076,7.675696651,0.874850566,106,5.694054771
6,BNC32,3,Quattroki Restaurant,56.6592029,1.8483079,54.810895,331.9038891,6.055436407,1.336647712,43,6.174698347
7,BNC32,3,High School,42.360096,2.25713,40.102966,565.1002685,14.09123376,0.493276,85,5.627606536
0,BNC33,1,Automobile shop,19.0421567,7.8976957,11.144461,64.98722302,5.831347341,1.950777078,10,7.220802558
1,BNC33,1,Police station ,49.8745304,3.0423584,46.832172,312.1066771,6.664364767,1.191049037,39,6.831817567
2,BNC33,1,Fire Station,9.6387101,3.1737601,6.46495,137.7406282,21.30575305,0.531871333,13,7.077335252
3,BNC33,1,Bank,42.2766944,6.0068984,36.269796,299.2249043,8.249974835,1.120684038,38,5.913228959
4,BNC33,1,Pawn Shop,13.7286146,7.6317446,6.09687,87.57034946,14.36316494,1.728117371,8,6.554659804
5,BNC33,1,Pizzeria,26.7077381,4.2777291,22.430009,129.2542197,5.76255764,1.830862079,15,6.556810398
6,BNC33,1,Quattroki Restaurant,229.8574156,6.8194846,223.037931,1461.825594,6.554156899,0.848790714,268,5.21465106
7,BNC33,1,High School,13.2432364,3.8542684,9.388968,243.7147565,25.957566,0.469157978,28,5.590474886
0,BNC33,2,Automobile shop,8.0218707,3.4945397,4.527331,61.1545192,13.50785246,0.671820245,12,5.559501745
1,BNC33,2,Police station ,8.9787305,2.3402675,6.638463,126.7383786,19.09152444,0.503678385,14,5.769478596
2,BNC33,2,Fire Station,6.2429871,1.9792921,4.263695,139.5678574,32.7340153,0.29757,15,6.502767174
3,BNC33,2,Bank,52.9845264,1.7640184,51.220508,429.552579,8.386339686,0.716643893,72,4.918282794
4,BNC33,2,Pawn Shop,14.7300682,7.0770662,7.653002,136.9246889,17.89163114,0.793313178,19,5.06266164
5,BNC33,2,Pizzeria,12.4995425,4.4236695,8.075873,126.8876737,15.71194516,0.728731344,17,5.026729665
6,BNC33,2,Quattroki Restaurant,8.7704177,1.6527057,7.117712,192.9961089,27.1149084,0.418093353,20,6.493865826
7,BNC33,2,High School,9.1733736,1.9793006,7.194073,207.2855325,28.8133763,0.35269525,21,5.772149514
0,BNC33,3,Automobile shop,6.5932707,1.8984087,4.694862,60.08227892,12.79745367,0.59541067,11,6.008227892
1,BNC33,3,Police station ,8.0971264,1.5766024,6.520524,122.6256633,18.80610566,0.576367031,14,5.445890452
2,BNC33,3,Fire Station,6.6458219,2.1382699,4.507552,138.5037104,30.72703552,0.339780308,14,6.843211476
3,BNC33,3,Bank,15.4511084,7.4028474,8.048261,127.2221802,15.80741233,0.724785273,12,4.332090484
4,BNC33,3,Pawn Shop,7.4095449,3.6178969,3.791648,87.55794915,23.09232006,0.811656113,9,5.981183228
5,BNC33,3,Pizzeria,11.5136516,5.0349466,6.478705,123.4631012,19.05675613,0.49143,14,6.339738576
6,BNC33,3,Quattroki Restaurant,7.5267948,1.5349178,5.991877,191.3291641,31.93142384,0.397838929,18,7.238383645
7,BNC33,3,High School,9.8272918,1.8205388,8.006753,204.4321054,25.53246058,0.437849889,19,6.221421032
0,BNC34,1,Automobile shop,19.7232867,4.4181367,15.30515,62.83427833,4.105433683,1.909800078,10,6.981586481
1,BNC34,1,Police station ,49.4779731,2.6170651,46.860908,207.1859495,4.421296093,2.123107864,23,7.095258224
2,BNC34,1,Fire Station,15.9720264,3.0556954,12.916331,138.564896,10.72788363,0.970003185,14,7.0011725
3,BNC34,1,Bank,29.0897774,8.2081994,20.881578,143.6840521,6.880900099,3.132696489,10,7.051909092
4,BNC34,1,Pawn Shop,15.7215613,5.1802973,10.541264,100.0852516,9.494615792,1.473073788,9,7.049524982
5,BNC34,1,Pizzeria,42.5130561,2.1666651,40.346391,229.4509348,5.687025012,1.428300468,29,6.837425401
6,BNC34,1,Quattroki Restaurant,75.8733096,4.9653936,70.907916,564.2267922,7.95717635,1.030521258,73,6.81047706
7,BNC34,1,High School,16.2143045,2.6656435,13.548661,218.0340839,16.09266657,0.745786056,19,6.773694259
0,BNC34,2,Automobile shop,10.5196967,2.9367807,7.582916,66.79115859,8.808110045,0.854191791,12,6.071923509
1,BNC34,2,Police station ,65.4159307,2.7925467,62.623384,434.6128856,6.940105402,1.099044029,59,6.56764639
2,BNC34,2,Fire Station,11.4094401,2.5973471,8.812093,140.5709448,15.95204962,0.622474071,15,6.577491761
3,BNC34,2,Bank,10.7217403,2.2569773,8.464763,132.7697733,15.68499594,1.264789788,9,6.665290066
4,BNC34,2,Pawn Shop,34.7072351,5.5691111,29.138124,205.434886,7.050381349,1.159714927,27,6.351980225
5,BNC34,2,Pizzeria,72.449865,4.340455,68.10941,505.008855,7.414670822,0.936054219,74,6.376488053
6,BNC34,2,Quattroki Restaurant,13.9437915,4.0553275,9.888464,193.0990874,19.52771304,0.680923342,20,6.290294258
